0,GRASPING,497,493,79,79
0,MOVING,438,509,115,115
0,MOVING,114,675,78,78
0,MOVING,447,680,98,98
0,MOVING,468,576,97,97
0,RELEASING,743,773,61,61
0,MOVING,743,773,61,61
0,GRASPING,704,566,103,103
0,MOVING,704,566,103,103
0,MOVING,831,570,115,115
0,MOVING,583,690,112,112
0,MOVING,748,617,102,102
0,MOVING,698,676,94,94
0,MOVING,71,790,76,76
0,MOVING,435,802,81,81
0,MOVING,396,752,78,78
0,MOVING,103,700,121,121
0,MOVING,507,630,144,144
0,MOVING,367,872,79,79
0,MOVING,398,784,129,129
0,MOVING,54,817,143,143
0,MOVING,802,777,152,152
0,RELEASING,669,990,50,50
0,MOVING,669,990,50,50
0,GRASPING,565,859,80,80
0,MOVING,565,859,80,80
0,MOVING,716,837,122,122
0,MOVING,725,1133,85,85
0,MOVING,720,974,117,117
0,MOVING,377,1068,84,84
0,MOVING,891,999,129,129
0,MOVING,918,1160,71,71
0,RELEASING,876,1196,60,60
0,MOVING,876,1196,60,60
0,GRASPING,658,1060,120,120
0,MOVING,658,1060,120,120
0,MOVING,808,1232,146,146
0,MOVING,626,1214,128,128
1,MOVING,488,491,84,84
1,MOVING,454,567,110,110
1,MOVING,433,528,108,108
1,MOVING,620,502,86,86
1,MOVING,141,596,124,124
1,MOVING,743,613,113,113
1,MOVING,71,787,83,83
1,MOVING,109,675,80,80
1,MOVING,394,752,81,81
1,MOVING,92,702,129,129
1,MOVING,736,736,99,99
1,RELEASING,672,988,49,49
1,MOVING,672,988,49,49
1,GRASPING,399,787,125,125
1,MOVING,399,787,125,125
1,MOVING,359,868,89,89
1,MOVING,51,813,144,144
1,MOVING,717,836,119,119
1,MOVING,564,860,78,78
1,MOVING,720,975,116,116
1,MOVING,725,1135,86,86
1,MOVING,888,996,138,138
1,MOVING,656,1060,119,119
1,RELEASING,874,1200,57,57
1,MOVING,874,1200,57,57
1,GRASPING,786,1224,165,165
1,MOVING,786,1224,165,165
1,MOVING,637,1221,123,123
2,MOVING,108,678,77,77
2,MOVING,166,454,97,97
2,MOVING,458,573,107,107
2,MOVING,591,698,100,100
2,MOVING,144,599,117,117
2,MOVING,429,677,114,114
2,MOVING,895,629,106,106
2,MOVING,390,626,113,113
2,MOVING,831,574,113,113
2,MOVING,742,612,115,115
2,RELEASING,902,795,53,53
2,MOVING,902,795,53,53
2,GRASPING,85,703,135,135
2,MOVING,85,703,135,135
2,RELEASING,741,774,62,62
2,MOVING,741,774,62,62
2,GRASPING,389,751,86,86
2,MOVING,389,751,86,86
2,MOVING,72,793,74,74
2,MOVING,418,796,102,102
2,RELEASING,671,992,47,47
2,MOVING,671,992,47,47
2,GRASPING,566,866,76,76
2,MOVING,566,866,76,76
2,MOVING,359,869,93,93
2,MOVING,720,836,116,116
2,MOVING,741,997,71,71
2,MOVING,56,819,144,144
2,MOVING,652,766,164,164
2,MOVING,715,1029,81,81
2,MOVING,656,1064,125,125
2,MOVING,888,995,135,135
2,MOVING,724,1137,84,84
2,RELEASING,873,1200,61,61
2,MOVING,873,1200,61,61
2,GRASPING,630,1216,129,129
2,MOVING,630,1216,129,129
2,MOVING,744,1197,221,221
3,MOVING,626,513,75,75
3,MOVING,491,497,81,81
3,MOVING,393,756,78,78
3,MOVING,439,534,95,95
3,MOVING,109,679,79,79
3,MOVING,140,605,116,116
3,MOVING,72,794,75,75
3,MOVING,694,679,95,95
3,MOVING,431,677,114,114
3,MOVING,580,691,123,123
3,MOVING,103,715,111,111
3,MOVING,465,579,95,95
3,MOVING,562,866,78,78
3,MOVING,392,780,134,134
3,MOVING,358,873,91,91
3,MOVING,48,824,132,132
3,MOVING,660,774,151,151
3,MOVING,837,576,120,120
3,RELEASING,669,993,49,49
3,MOVING,669,993,49,49
3,GRASPING,710,837,128,128
3,MOVING,710,837,128,128
3,MOVING,498,880,101,101
3,MOVING,366,924,122,122
3,MOVING,727,984,101,101
3,MOVING,723,1140,87,87
3,RELEASING,919,1168,67,67
3,MOVING,919,1168,67,67
3,GRASPING,646,1059,140,140
3,MOVING,646,1059,140,140
3,MOVING,899,1015,126,126
3,MOVING,630,1233,115,115
3,MOVING,785,1229,164,164
