4,700,568,113,113
4,443,688,96,96
4,832,576,120,120
4,744,617,115,115
4,144,602,118,118
4,410,800,105,105
4,585,697,108,108
4,99,712,124,124
4,566,868,76,76
4,357,872,91,91
4,584,732,247,247
4,715,844,121,121
4,54,829,134,134
4,719,1140,91,91
4,706,975,135,135
4,886,999,128,128
4,653,1067,118,118
4,325,1052,149,149
4,872,1205,57,57
4,802,1242,144,144
5,484,497,84,84
5,435,535,104,104
5,608,602,87,87
5,109,685,76,76
5,695,569,119,119
5,739,779,67,67
5,385,753,89,89
5,428,683,110,110
5,416,803,101,101
5,578,697,113,113
5,90,709,141,141
5,64,791,88,88
5,885,757,90,90
5,562,867,76,76
5,669,997,49,49
5,719,848,112,112
5,354,872,96,96
5,739,1003,72,72
5,565,954,83,83
5,53,821,141,141
5,885,1002,129,129
5,647,1065,130,130
5,725,1147,78,78
5,870,1205,62,62
5,914,1172,72,72
5,813,1249,130,130
5,707,1189,247,247
6,480,500,86,86
6,609,503,99,99
6,110,687,71,71
6,467,588,93,93
6,822,576,118,118
6,390,761,79,79
6,744,626,107,107
6,738,781,69,69
6,68,799,76,76
6,891,630,118,118
6,426,684,115,115
6,698,830,124,124
6,409,800,108,108
6,667,998,48,48
6,361,883,81,81
6,560,868,80,80
6,506,891,94,94
6,712,1038,82,82
6,53,827,141,141
6,362,913,141,141
6,718,1142,87,87
6,652,1070,119,119
6,885,1002,139,139
6,912,1172,72,72
6,868,1209,65,65
6,735,1201,224,224
6,811,1246,133,133
6,626,1230,130,130
7,486,502,87,87
7,104,685,79,79
7,445,695,92,92
7,589,707,99,99
7,700,580,103,103
7,454,576,114,114
7,825,584,113,113
7,686,680,106,106
7,738,782,62,62
7,66,799,79,79
7,388,760,84,84
7,876,760,94,94
7,432,815,78,78
7,563,865,78,78
7,352,877,96,96
7,393,795,124,124
7,48,819,146,146
7,690,826,145,145
7,733,1003,76,76
7,788,1065,115,115
7,882,1007,128,128
7,639,1064,142,142
7,704,976,148,148
7,316,1055,159,159
7,719,1146,87,87
7,911,1174,71,71
7,866,1210,63,63
7,817,1260,124,124
7,626,1233,126,126
8,464,589,95,95
8,479,499,90,90
8,102,686,83,83
8,431,543,102,102
8,442,696,96,96
8,736,783,64,64
8,381,758,98,98
8,60,798,86,86
8,412,807,102,102
8,719,993,106,106
8,721,855,106,106
8,560,873,76,76
8,723,1150,79,79
8,351,877,93,93
8,501,892,100,100
8,907,1175,75,75
8,888,1012,122,122
8,650,1074,121,121
8,45,831,138,138
8,778,1048,173,173
8,868,1214,55,55
8,812,1258,131,131
8,622,1236,125,125
9,491,508,75,75
9,459,588,98,98
9,103,688,81,81
9,614,615,72,72
9,432,547,88,88
9,736,788,65,65
9,387,764,79,79
9,64,800,82,82
9,889,766,83,83
9,575,703,113,113
9,416,810,97,97
9,726,749,92,92
9,668,1004,46,46
9,737,1014,68,68
9,559,872,77,77
9,717,1150,91,91
9,348,876,101,101
9,511,904,86,86
9,565,966,79,79
9,705,846,128,128
9,907,1175,74,74
9,44,826,146,146
9,660,1087,94,94
9,879,1009,136,136
9,706,977,155,155
9,641,1067,144,144
9,768,1227,181,181
9,866,1212,62,62
9,626,1232,123,123
10,608,616,80,80
10,731,775,75,75
10,441,579,119,119
10,101,690,79,79
10,447,703,88,88
10,831,589,115,115
10,694,577,117,117
10,743,636,100,100
10,580,709,107,107
10,385,765,86,86
10,64,801,82,82
10,94,724,120,120
10,384,794,142,142
10,558,877,72,72
10,355,882,90,90
10,664,1004,51,51
10,709,849,123,123
10,564,965,81,81
10,824,956,92,92
10,45,834,133,133
10,717,1150,86,86
10,710,993,116,116
10,908,1180,70,70
10,883,1012,127,127
10,650,1080,116,116
10,866,1215,59,59
10,808,1264,129,129
11,475,506,90,90
11,614,519,89,89
11,437,697,100,100
11,477,605,71,71
11,106,692,82,82
11,523,533,119,119
11,732,790,61,61
11,822,588,116,116
11,697,583,106,106
11,385,769,82,82
11,444,584,113,113
11,736,632,112,112
11,64,807,79,79
11,575,708,116,116
11,92,729,118,118
11,661,1007,49,49
11,411,809,101,101
11,658,795,142,142
11,557,875,79,79
11,513,905,84,84
11,710,856,114,114
11,332,1031,79,79
11,345,876,103,103
11,700,989,134,134
11,48,834,133,133
11,715,1154,85,85
11,646,1078,126,126
11,883,1020,130,130
11,765,1056,154,154
11,312,1065,150,150
11,908,1181,70,70
11,864,1216,63,63
11,701,1187,262,262
11,811,1264,118,118
12,460,597,95,95
12,490,513,80,80
12,102,695,78,78
12,429,547,101,101
12,388,772,79,79
12,606,513,111,111
12,815,583,134,134
12,688,693,95,95
12,425,694,111,111
12,569,706,120,120
12,731,789,67,67
12,86,731,120,120
12,64,809,79,79
12,874,767,98,98
12,400,808,114,114
12,556,879,77,77
12,737,1020,64,64
12,812,1022,66,66
12,353,892,83,83
12,492,898,99,99
12,700,1042,84,84
12,709,857,120,120
12,718,1157,80,80
12,650,1082,118,118
12,48,841,128,128
12,879,1014,134,134
12,316,1074,148,148
12,907,1184,70,70
12,864,1220,58,58
12,780,1240,171,171
13,147,603,52,52
13,265,551,63,63
13,617,525,88,88
13,472,511,90,90
13,104,694,81,81
13,458,598,94,94
13,385,772,82,82
13,698,586,108,108
13,813,588,119,119
13,733,794,65,65
13,137,618,120,120
13,423,695,114,114
13,582,716,105,105
13,95,732,114,114
13,407,812,107,107
13,62,808,83,83
13,663,1010,47,47
13,557,879,78,78
13,351,888,91,91
13,722,756,101,101
13,702,855,128,128
13,495,902,104,104
13,44,835,141,141
13,700,1044,86,86
13,875,1014,139,139
13,310,1070,147,147
13,642,1079,134,134
13,713,1157,87,87
13,906,1184,72,72
13,750,1228,195,195
14,474,511,93,93
14,459,600,91,91
14,605,619,87,87
14,824,595,126,126
14,734,796,64,64
14,575,711,114,114
14,381,768,94,94
14,92,714,141,141
14,873,774,94,94
14,60,810,82,82
14,661,1015,47,47
14,405,814,107,107
14,557,885,75,75
14,352,894,86,86
14,489,898,112,112
14,710,1158,89,89
14,45,842,135,135
14,704,859,124,124
14,369,1097,84,84
14,876,1015,139,139
14,693,982,149,149
14,632,1079,157,157
14,782,1079,156,156
14,862,1223,69,69
14,908,1191,65,65
14,798,1256,144,144
15,620,532,82,82
15,479,516,85,85
15,432,548,103,103
15,452,597,106,106
15,824,600,116,116
15,138,641,94,94
15,107,700,78,78
15,438,708,94,94
15,601,618,90,90
15,729,801,58,58
15,383,773,86,86
15,431,833,74,74
15,578,720,107,107
15,62,813,84,84
15,708,865,115,115
15,557,883,76,76
15,389,805,132,132
15,784,793,177,177
15,352,893,90,90
15,54,846,127,127
15,488,904,100,100
15,715,1163,81,81
15,370,1100,83,83
15,641,1087,128,128
15,904,1189,72,72
15,770,1244,167,167
15,617,1242,135,135
16,487,519,80,80
16,432,557,91,91
16,453,604,100,100
16,614,531,103,103
16,814,593,125,125
16,135,638,98,98
16,104,701,80,80
16,732,800,65,65
16,889,662,99,99
16,434,708,101,101
16,685,703,97,97
16,62,815,79,79
16,379,772,93,93
16,578,715,114,114
16,410,820,100,100
16,99,742,110,110
16,556,887,76,76
16,724,763,95,95
16,713,867,111,111
16,347,888,98,98
16,660,1016,50,50
16,50,851,129,129
16,697,988,166,166
16,863,1230,59,59
16,716,1166,80,80
16,875,1020,139,139
16,644,1089,130,130
16,818,1284,113,113
16,616,1241,137,137
17,469,514,96,96
17,612,523,99,99
17,457,604,100,100
17,435,566,83,83
17,388,781,78,78
17,103,702,82,82
17,731,802,59,59
17,429,706,106,106
17,825,598,118,118
17,884,658,108,108
17,135,615,127,127
17,65,814,82,82
17,574,721,113,113
17,406,818,110,110
17,713,870,110,110
17,557,887,79,79
17,659,1019,50,50
17,349,894,91,91
17,48,848,134,134
17,719,1170,77,77
17,874,1019,128,128
17,862,1230,61,61
17,907,1193,70,70
17,644,1092,120,120
17,517,948,144,144
17,619,1259,118,118
17,761,1249,183,183
18,618,536,90,90
18,474,520,90,90
18,463,608,90,90
18,530,542,131,131
18,106,703,78,78
18,736,643,117,117
18,686,704,97,97
18,579,721,111,111
18,425,705,116,116
18,68,820,74,74
18,884,786,87,87
18,383,778,86,86
18,831,605,124,124
18,557,888,79,79
18,351,898,91,91
18,49,849,133,133
18,388,807,130,130
18,483,900,121,121
18,703,866,130,130
18,662,1022,46,46
18,730,1025,74,74
18,906,1196,69,69
18,821,970,91,91
18,718,1169,81,81
18,703,1052,88,88
18,876,1021,134,134
18,642,1086,139,139
18,620,1252,130,130
18,761,1247,186,186
19,491,524,72,72
19,460,606,96,96
19,608,529,100,100
19,703,599,101,101
19,835,607,119,119
19,106,708,75,75
19,298,779,66,66
19,893,823,58,58
19,424,702,114,114
19,385,778,87,87
19,884,785,86,86
19,578,720,115,115
19,90,729,128,128
19,556,889,80,80
19,722,876,101,101
19,401,818,115,115
19,350,898,92,92
19,636,792,161,161
19,663,1020,48,48
19,472,896,133,133
19,45,845,140,140
19,718,1170,82,82
19,905,1196,71,71
19,875,1025,142,142
19,638,1085,144,144
19,697,993,144,144
19,305,1066,163,163
19,779,1259,160,160
20,212,503,93,93
20,605,527,102,102
20,471,613,84,84
20,441,716,91,91
20,732,802,66,66
20,697,598,108,108
20,824,602,118,118
20,131,617,129,129
20,562,893,72,72
20,386,777,89,89
20,738,648,113,113
20,65,820,76,76
20,428,835,79,79
20,714,870,113,113
20,355,900,90,90
20,86,728,134,134
20,661,1022,50,50
20,656,807,133,133
20,48,849,135,135
20,502,914,95,95
20,708,1063,78,78
20,716,1169,87,87
20,910,1198,68,68
20,876,1028,136,136
20,650,1097,126,126
20,305,1069,166,166
20,782,1261,161,161
21,760,600,46,46
21,478,522,86,86
21,218,511,88,88
21,462,607,100,100
21,428,555,114,114
21,697,598,110,110
21,826,600,126,126
21,97,736,122,122
21,575,720,119,119
21,382,777,93,93
21,415,828,99,99
21,65,817,81,81
21,563,895,71,71
21,663,1022,51,51
21,712,871,117,117
21,356,898,93,93
21,38,845,152,152
21,720,1171,83,83
21,883,1032,135,135
21,802,1089,102,102
21,654,1100,116,116
21,491,1108,163,163
21,796,1266,148,148
21,626,1257,123,123
22,489,524,81,81
22,619,532,94,94
22,736,804,68,68
22,464,609,97,97
22,105,704,83,83
22,385,779,87,87
22,692,707,98,98
22,101,741,116,116
22,585,727,110,110
22,67,820,78,78
22,690,595,121,121
22,425,704,119,119
22,825,601,127,127
22,667,1024,48,48
22,564,884,78,78
22,427,832,91,91
22,716,872,114,114
22,351,892,98,98
22,721,1172,85,85
22,52,853,135,135
22,644,1093,132,132
22,883,1032,132,132
22,913,1203,66,66
22,636,1263,116,116
22,780,1261,166,166
23,477,521,94,94
23,222,508,92,92
23,624,538,95,95
23,618,636,73,73
23,444,718,93,93
23,704,602,108,108
23,449,596,124,124
23,828,602,127,127
23,690,704,105,105
23,582,725,114,114
23,387,780,88,88
23,565,895,76,76
23,669,1026,45,45
23,718,874,113,113
23,411,825,109,109
23,877,785,94,94
23,669,818,114,114
23,363,902,94,94
23,53,848,139,139
23,826,975,95,95
23,713,1065,81,81
23,702,1003,132,132
23,653,1096,115,115
23,720,1171,85,85
23,888,1093,78,78
23,914,1201,68,68
23,868,1232,64,64
23,805,1271,149,149
24,491,525,82,82
24,637,553,81,81
24,465,608,97,97
24,618,636,78,78
24,831,608,112,112
24,393,783,86,86
24,704,600,107,107
24,731,768,101,101
24,586,725,115,115
24,102,746,113,113
24,68,818,89,89
24,419,829,100,100
24,810,818,149,149
24,670,1026,48,48
24,568,898,71,71
24,727,1174,81,81
24,825,1043,63,63
24,53,859,124,124
24,718,874,116,116
24,708,1055,85,85
24,650,1100,133,133
24,491,906,113,113
24,533,961,129,129
24,707,1001,135,135
24,886,1035,135,135
24,823,1288,120,120
24,916,1202,65,65
24,872,1236,64,64
24,721,1220,231,231
25,498,531,74,74
25,444,568,87,87
25,112,708,79,79
25,448,719,95,95
25,465,611,99,99
25,829,605,123,123
25,708,600,109,109
25,395,785,84,84
25,742,807,61,61
25,748,656,103,103
25,75,824,74,74
25,412,823,110,110
25,672,1026,49,49
25,569,897,76,76
25,105,748,115,115
25,369,909,81,81
25,670,815,129,129
25,712,1063,85,85
25,717,875,120,120
25,517,922,85,85
25,898,1043,130,130
25,708,998,146,146
25,789,1085,161,161
25,726,1175,83,83
25,875,1239,59,59
25,654,1098,130,130
25,831,1293,112,112
25,733,1234,221,221
26,497,530,79,79
26,475,614,91,91
26,621,636,79,79
26,118,706,79,79
26,843,611,111,111
26,445,566,91,91
26,707,607,100,100
26,747,653,106,106
26,434,712,112,112
26,395,787,90,90
26,733,777,98,98
26,73,820,83,83
26,567,890,82,82
26,103,730,131,131
26,421,832,101,101
26,673,807,141,141
26,514,918,96,96
26,714,873,129,129
26,346,891,113,113
26,56,853,140,140
26,731,1177,79,79
26,710,1003,138,138
26,890,1041,137,137
26,789,1082,158,158
26,654,1097,126,126
26,838,1299,102,102
26,923,1204,68,68
26,725,1226,246,246
27,637,542,83,83
27,477,523,106,106
27,475,616,96,96
27,448,719,97,97
27,710,604,106,106
27,841,616,115,115
27,748,651,115,115
27,312,785,66,66
27,399,787,81,81
27,746,809,62,62
27,589,733,110,110
27,673,1029,49,49
27,72,818,87,87
27,101,728,135,135
27,572,900,75,75
27,402,817,131,131
27,839,983,89,89
27,364,904,89,89
27,62,854,135,135
27,709,874,132,132
27,899,1046,130,130
27,648,1092,145,145
27,728,1175,86,86
27,923,1203,65,65
27,511,1121,144,144
27,770,1249,193,193
27,633,1258,132,132
28,511,536,70,70
28,471,616,97,97
28,632,644,64,64
28,845,618,110,110
28,311,783,67,67
28,750,655,113,113
28,450,718,99,99
28,423,830,105,105
28,394,784,91,91
28,574,901,73,73
28,728,878,109,109
28,675,1028,50,50
28,59,847,146,146
28,898,1038,124,124
28,880,1244,60,60
28,787,1089,158,158
28,730,1177,85,85
28,658,1100,123,123
28,329,1083,153,153
28,811,1278,144,144
28,720,1215,272,272
29,484,522,102,102
29,113,719,104,104
29,448,571,92,92
29,474,612,100,100
29,713,609,103,103
29,704,716,94,94
29,442,714,112,112
29,749,813,60,60
29,594,730,111,111
29,828,597,139,139
29,400,787,85,85
29,82,825,76,76
29,575,904,73,73
29,426,832,101,101
29,724,879,116,116
29,677,1030,49,49
29,58,855,135,135
29,505,911,108,108
29,370,908,88,88
29,733,1181,87,87
29,715,1011,139,139
29,661,1104,121,121
29,897,1039,129,129
29,825,1289,125,125
29,728,1228,242,242
30,631,540,91,91
30,482,618,91,91
30,122,709,84,84
30,718,607,106,106
30,838,608,123,123
30,460,724,93,93
30,593,728,114,114
30,107,737,131,131
30,439,837,91,91
30,402,788,82,82
30,575,898,78,78
30,311,784,70,70
30,681,1031,48,48
30,900,793,87,87
30,668,814,143,143
30,728,880,120,120
30,372,907,91,91
30,68,850,146,146
30,754,1038,72,72
30,519,921,96,96
30,899,1040,138,138
30,882,1247,55,55
30,734,1178,85,85
30,930,1209,65,65
30,793,1089,166,166
30,836,1298,113,113
30,670,1108,122,122
31,513,538,73,73
31,243,518,90,90
31,625,543,109,109
31,481,618,94,94
31,124,710,81,81
31,719,609,107,107
31,762,662,104,104
31,846,617,117,117
31,458,724,97,97
31,114,735,128,128
31,404,790,81,81
31,437,839,97,97
31,580,907,69,69
31,83,824,86,86
31,681,1032,51,51
31,735,883,111,111
31,672,813,143,143
31,69,862,134,134
31,373,909,91,91
31,516,920,105,105
31,906,1046,130,130
31,739,1181,81,81
31,927,1207,71,71
31,662,1103,131,131
31,644,1268,118,118
31,783,1259,179,179
32,301,623,53,53
32,255,528,76,76
32,498,532,88,88
32,489,623,86,86
32,851,624,112,112
32,482,737,69,69
32,121,714,85,85
32,755,818,62,62
32,88,826,80,80
32,582,908,69,69
32,708,719,95,95
32,731,882,118,118
32,404,789,91,91
32,444,714,118,118
32,374,912,88,88
32,425,829,113,113
32,745,775,108,108
32,594,735,113,113
32,684,1033,50,50
32,510,915,112,112
32,64,858,143,143
32,843,1052,56,56
32,736,1180,88,88
32,906,1048,124,124
32,930,1208,69,69
32,661,1101,139,139
32,652,1267,119,119
32,753,1240,220,220
33,164,692,46,46
33,504,536,84,84
33,309,614,56,56
33,849,623,108,108
33,488,625,90,90
33,716,610,112,112
33,464,728,94,94
33,605,734,110,110
33,755,809,75,75
33,435,840,98,98
33,685,1035,48,48
33,311,785,81,81
33,406,790,89,89
33,90,830,76,76
33,578,907,75,75
33,734,884,114,114
33,120,740,125,125
33,377,911,92,92
33,73,858,136,136
33,905,1047,125,125
33,739,1183,87,87
33,933,1213,68,68
33,668,1108,128,128
33,814,1281,153,153
34,781,614,48,48
34,511,540,75,75
34,180,618,68,68
34,165,683,58,58
34,636,544,96,96
34,487,626,89,89
34,407,792,89,89
34,131,718,75,75
34,706,607,126,126
34,850,620,120,120
34,758,819,62,62
34,90,830,80,80
34,742,889,106,106
34,752,799,90,90
34,456,726,104,104
34,603,738,106,106
34,582,910,72,72
34,426,832,115,115
34,70,858,138,138
34,373,907,96,96
34,114,744,131,131
34,685,1034,53,53
34,758,1043,72,72
34,742,1185,84,84
34,934,1217,65,65
34,672,1113,115,115
34,534,934,87,87
34,901,1049,134,134
34,813,1279,160,160
35,166,682,65,65
35,498,534,91,91
35,134,723,69,69
35,489,627,89,89
35,846,619,123,123
35,724,617,103,103
35,712,724,98,98
35,458,727,102,102
35,759,822,63,63
35,324,795,67,67
35,91,831,79,79
35,406,793,89,89
35,686,1039,47,47
35,729,878,114,114
35,586,912,68,68
35,119,750,115,115
35,427,836,117,117
35,585,729,127,127
35,367,903,106,106
35,824,835,146,146
35,74,854,149,149
35,513,921,116,116
35,727,1074,85,85
35,745,1188,80,80
35,907,1048,129,129
35,934,1216,68,68
35,673,1109,123,123
35,808,1280,145,145
36,262,438,103,103
36,166,679,73,73
36,622,640,98,98
36,137,725,65,65
36,480,622,103,103
36,854,628,111,111
36,723,619,101,101
36,639,549,92,92
36,463,729,100,100
36,760,827,57,57
36,91,831,82,82
36,413,798,83,83
36,690,1038,50,50
36,122,752,119,119
36,585,912,73,73
36,863,1008,69,69
36,430,836,117,117
36,761,1047,72,72
36,730,887,120,120
36,75,854,141,141
36,817,831,149,149
36,669,816,147,147
36,729,1076,85,85
36,375,914,93,93
36,727,1017,137,137
36,896,1038,138,138
36,890,1255,53,53
36,743,1187,87,87
36,676,1115,115,115
36,841,1299,126,126
36,723,1228,273,273
37,785,622,46,46
37,252,420,117,117
37,496,535,102,102
37,169,684,62,62
37,486,629,97,97
37,639,554,90,90
37,458,584,93,93
37,135,723,76,76
37,853,630,116,116
37,767,670,108,108
37,94,835,79,79
37,469,735,94,94
37,762,826,61,61
37,424,820,98,98
37,689,1043,49,49
37,327,799,63,63
37,715,731,91,91
37,125,751,113,113
37,601,741,118,118
37,734,885,123,123
37,68,864,143,143
37,587,917,72,72
37,383,921,86,86
37,824,832,155,155
37,634,798,198,198
37,725,1015,143,143
37,904,1050,135,135
37,743,1188,85,85
37,807,1101,174,174
37,938,1220,66,66
37,672,1114,126,126
37,837,1296,127,127
38,520,549,75,75
38,169,685,64,64
38,484,624,103,103
38,640,655,78,78
38,411,799,86,86
38,729,623,100,100
38,857,633,112,112
38,136,724,76,76
38,98,835,81,81
38,711,723,103,103
38,461,731,104,104
38,420,833,128,128
38,606,741,116,116
38,122,757,119,119
38,72,872,128,128
38,586,913,76,76
38,742,896,113,113
38,370,911,105,105
38,764,1054,68,68
38,746,1193,83,83
38,670,1117,136,136
38,906,1054,137,137
38,761,1248,225,225
39,129,617,62,62
39,522,550,75,75
39,165,686,68,68
39,484,628,104,104
39,136,725,79,79
39,857,635,109,109
39,637,559,93,93
39,721,621,114,114
39,461,583,99,99
39,466,737,98,98
39,762,831,61,61
39,412,799,98,98
39,439,848,103,103
39,691,1046,49,49
39,592,924,67,67
39,597,741,123,123
39,128,749,123,123
39,752,795,97,97
39,740,895,113,113
39,695,841,104,104
39,76,867,141,141
39,379,918,94,94
39,536,941,82,82
39,895,1043,148,148
39,936,1222,68,68
39,746,1194,85,85
39,675,1119,122,122
39,344,1103,145,145
39,836,1303,122,122
39,752,1245,243,243
40,787,628,46,46
40,168,688,62,62
40,498,541,94,94
40,487,631,101,101
40,133,726,80,80
40,848,632,125,125
40,645,562,94,94
40,406,799,93,93
40,763,833,63,63
40,691,1048,49,49
40,606,751,106,106
40,861,746,108,108
40,92,835,87,87
40,589,922,69,69
40,435,845,111,111
40,738,892,123,123
40,703,848,111,111
40,79,864,139,139
40,372,912,100,100
40,909,1058,122,122
40,734,1027,140,140
40,748,1195,81,81
40,941,1225,63,63
40,676,1122,119,119
40,828,1294,139,139
40,337,1085,172,172
41,528,555,68,68
41,124,624,63,63
41,171,694,59,59
41,467,594,85,85
41,490,634,95,95
41,134,726,82,82
41,727,629,104,104
41,765,675,107,107
41,764,832,65,65
41,845,627,130,130
41,460,730,113,113
41,450,575,180,180
41,94,835,86,86
41,439,850,104,104
41,330,804,68,68
41,413,805,85,85
41,177,781,76,76
41,732,896,120,120
41,237,733,123,123
41,692,1049,49,49
41,80,875,129,129
41,604,749,112,112
41,589,921,69,69
41,388,926,86,86
41,915,1064,126,126
41,747,1196,85,85
41,939,1227,67,67
41,509,924,123,123
41,676,1121,126,126
41,348,1099,157,157
41,832,1305,126,126
41,754,1245,255,255
42,120,623,67,67
42,491,633,99,99
42,732,631,99,99
42,854,632,117,117
42,764,833,63,63
42,331,805,65,65
42,419,806,86,86
42,98,842,84,84
42,236,735,107,107
42,143,732,74,74
42,591,923,70,70
42,79,877,131,131
42,733,890,114,114
42,424,839,127,127
42,471,739,98,98
42,379,920,101,101
42,610,746,118,118
42,747,1198,88,88
42,914,1066,137,137
42,940,1231,67,67
42,675,1122,136,136
42,798,1282,175,175
43,520,555,78,78
43,250,458,113,113
43,268,535,86,86
43,792,634,47,47
43,174,703,51,51
43,454,587,112,112
43,187,790,64,64
43,143,734,73,73
43,491,636,102,102
43,728,629,111,111
43,415,807,89,89
43,102,843,82,82
43,768,679,114,114
43,863,645,113,113
43,468,740,100,100
43,721,741,95,95
43,449,855,97,97
43,611,754,108,108
43,687,840,126,126
43,89,879,126,126
43,743,903,112,112
43,594,928,70,70
43,766,1061,71,71
43,528,936,106,106
43,944,1237,62,62
43,751,1202,82,82
43,397,1129,90,90
43,675,1122,130,130
43,906,1054,140,140
43,815,1119,146,146
43,656,1289,131,131
43,839,1301,141,141
44,664,580,64,64
44,253,463,112,112
44,495,640,94,94
44,728,636,104,104
44,852,635,125,125
44,331,810,69,69
44,766,839,64,64
44,143,733,76,76
44,99,845,81,81
44,415,808,92,92
44,442,853,107,107
44,913,819,88,88
44,592,928,71,71
44,462,738,113,113
44,133,765,120,120
44,696,1056,49,49
44,599,751,126,126
44,747,905,107,107
44,84,869,142,142
44,389,931,90,90
44,864,1018,82,82
44,899,1273,54,54
44,749,1202,88,88
44,944,1235,69,69
44,686,1135,117,117
44,345,1107,160,160
44,809,1116,166,166
44,732,1246,259,259
44,844,1314,127,127
44,659,1288,123,123
45,253,467,110,110
45,523,562,73,73
45,184,649,68,68
45,495,641,98,98
45,193,794,63,63
45,331,806,74,74
45,143,734,80,80
45,770,841,61,61
45,730,633,111,111
45,858,641,122,122
45,640,664,87,87
45,459,736,117,117
45,610,755,117,117
45,418,808,93,93
45,756,796,116,116
45,452,860,95,95
45,105,847,85,85
45,696,1056,53,53
45,591,929,72,72
45,708,849,112,112
45,738,903,126,126
45,395,934,86,86
45,86,876,133,133
45,671,828,174,174
45,539,948,90,90
45,676,1126,136,136
45,734,1034,151,151
45,915,1069,137,137
45,754,1207,83,83
45,788,1283,191,191
45,654,1290,126,126
46,794,637,48,48
46,521,561,77,77
46,260,539,95,95
46,491,639,101,101
46,463,592,101,101
46,771,845,56,56
46,871,651,107,107
46,732,632,110,110
46,773,687,104,104
46,104,849,80,80
46,334,808,67,67
46,466,868,73,73
46,418,807,93,93
46,142,733,83,83
46,473,746,100,100
46,697,1057,52,52
46,128,776,110,110
46,429,844,127,127
46,612,757,116,116
46,85,878,133,133
46,740,898,126,126
46,388,930,92,92
46,634,805,224,224
46,528,939,114,114
46,914,1071,136,136
46,753,1205,84,84
46,898,1272,58,58
46,945,1235,66,66
46,682,1130,121,121
46,723,1244,266,266
46,663,1296,113,113
46,828,1306,134,134
47,794,639,45,45
47,245,469,107,107
47,525,558,82,82
47,642,665,89,89
47,660,699,79,79
47,430,691,103,103
47,476,616,107,107
47,853,642,116,116
47,421,811,85,85
47,328,805,76,76
47,446,855,104,104
47,186,786,75,75
47,612,757,112,112
47,98,838,94,94
47,595,933,70,70
47,464,736,118,118
47,696,1056,50,50
47,760,803,101,101
47,857,1078,52,52
47,662,813,200,200
47,386,929,92,92
47,84,875,134,134
47,736,900,126,126
47,528,942,109,109
47,753,1055,92,92
47,399,972,131,131
47,913,1064,144,144
47,899,1271,63,63
47,743,1198,102,102
47,941,1234,74,74
47,828,1308,142,142
47,676,1128,131,131
47,549,1163,144,144
47,813,1119,163,163
48,240,462,117,117
48,523,557,80,80
48,471,600,78,78
48,730,634,108,108
48,188,789,70,70
48,492,638,105,105
48,854,636,128,128
48,768,840,62,62
48,772,683,110,110
48,101,840,87,87
48,461,740,110,110
48,420,809,89,89
48,597,933,67,67
48,432,845,125,125
48,747,907,108,108
48,826,847,151,151
